Team Name,Player ID,Player Name,Position,Jersey
Sofapaka,701,Ronald Musumba,Midfielder,32
Sofapaka,744,Adrian Oloo,Midfielder,23
Sofapaka,747,Brian Odim,Midfielder,28
Sofapaka,836,Daniel Nganga,Midfielder,15
Sofapaka,847,Jermaine Khamati,Midfielder,66
Sofapaka,860,Musa Ndusha,Midfielder,10
Sofapaka,878,Joseph Mukwana,Midfielder,21
Sofapaka,895,Yassin Rajab,Midfielder,16
Sofapaka,896,Francis Ghartey,Midfielder,27
Sofapaka,902,Malick Ntamba,Midfielder,22
Sofapaka,928,Godwin Akpo,Midfielder,20
Sofapaka,270,Meshack Ochieno Ochieng,Forward,18
Sofapaka,708,Stanley Lugalia,Forward,9
Tusker FC,88,Brandon Nathan Obiero,Goalkeeper,29
Tusker FC,345,Brian Opondo,Goalkeeper,20
Tusker FC,356,Edwin Simiyu,Goalkeeper,29
Tusker FC,924,Pavelh Ndzila,Goalkeeper,0
Tusker FC,34,Eugine Ikutwa Shiponi,Defender,15
Tusker FC,127,Francis Oduor,Defender,4
Tusker FC,347,Alex Onchwari,Defender,13
Tusker FC,348,Charles Momanyi,Defender,27
Tusker FC,349,Collins Odhiambo,Defender,23
Tusker FC,357,Thomas Teka,Defender,40
Tusker FC,925,Servel Akouala,Defender,0
Tusker FC,54,Vincent Owino,Midfielder,8
Tusker FC,62,Dennis Oalo Ochieng,Midfielder,26
Tusker FC,74,Cliff Omondi Oruko,Midfielder,12
Tusker FC,350,Chrispine Erambo,Midfielder,28
Tusker FC,352,Ian Simiyu,Midfielder,24
Tusker FC,353,Luke Namanda,Midfielder,12
Tusker FC,354,Dennis Wanjala,Midfielder,17
Tusker FC,359,Denis Iguma,Midfielder,14
Tusker FC,360,Fabian Adkiny,Midfielder,16
Tusker FC,365,Teddy Dok,Midfielder,5
Tusker FC,368,Boban Zirintusa,Midfielder,7
Tusker FC,370,James Kibande,Midfielder,18
Tusker FC,377,Yakeen Mutheli,Midfielder,20
Tusker FC,378,Issa Rashid Lumumba,Midfielder,2
Tusker FC,420,Stephen Etyang,Midfielder,29
Tusker FC,591,Douglas Omanga,Midfielder,21
Tusker FC,600,Dennis Oguta,Midfielder,19
Tusker FC,612,Thomas Omole,Midfielder,22
Tusker FC,614,Brian Githinji,Midfielder,34
Tusker FC,759,Ronny Otieno,Midfielder,24
Tusker FC,892,Ibrahim Joshua,Midfielder,2
Tusker FC,355,David Polepole,Forward,7
Tusker FC,366,Deogratius Ojok,Forward,24
Tusker FC,677,Erick Kapaito,Forward,9
Tusker FC,926,Selassie Bless Kakai,Forward,0
Ulinzi Stars,399,Ronald Onyango,Goalkeeper,30
Ulinzi Stars,400,Sylvaine Ricks Omondi,Goalkeeper,23
Ulinzi Stars,770,Timothy Odhiambo,Goalkeeper,13
Ulinzi Stars,929,Justin Opande,Goalkeeper,30
Ulinzi Stars,80,Miguel Osotsi,Defender,22
Ulinzi Stars,372,Felix Otieno,Defender,5
Ulinzi Stars,373,Telena Ochieng,Defender,19
Ulinzi Stars,375,Fredrick Oduor,Defender,15
Ulinzi Stars,383,Ali Shaib,Defender,42
Ulinzi Stars,384,Bildad Abonga,Defender,33
Ulinzi Stars,389,Brian Birgen,Defender,35
Ulinzi Stars,487,Kevin Musambai,Defender,38
Ulinzi Stars,593,David Owino,Defender,0
Ulinzi Stars,672,Shannel Makwata,Defender,44
Ulinzi Stars,772,Bonventure Muchika,Defender,12
Ulinzi Stars,783,Andrew Ochieng Otunda,Defender,3
Ulinzi Stars,874,Fredrick Odhiambo,Defender,15
Ulinzi Stars,171,Leonlevitt Otieno,Midfielder,7
Ulinzi Stars,376,Joseph Ochieng,Midfielder,8
Ulinzi Stars,379,Meshack Karani,Midfielder,17
Ulinzi Stars,380,Staphod Odhiambo,Midfielder,24
Ulinzi Stars,385,Emilio Brian Okello,Midfielder,21
Ulinzi Stars,387,Suleiman Ngenya,Midfielder,46
Ulinzi Stars,388,Brian Kafero,Midfielder,22
Ulinzi Stars,390,Leshan Mootian,Midfielder,27
Ulinzi Stars,393,Joseph Omuse Baraza,Midfielder,17
Ulinzi Stars,394,Ibrahim Shambi,Midfielder,29
Ulinzi Stars,395,Edward Odhiambo,Midfielder,14
Ulinzi Stars,568,Stanley Waswa,Midfielder,3
Ulinzi Stars,784,Simon Omondi,Midfielder,44
Ulinzi Stars,785,Kevin Thairu,Midfielder,20
Ulinzi Stars,794,Peter Mwasi Mwanyika,Midfielder,11
Ulinzi Stars,795,Roy Onyango,Midfielder,18
Ulinzi Stars,796,Bill Clinton Okite,Midfielder,40
Ulinzi Stars,797,Walter Wafula,Midfielder,24
Ulinzi Stars,861,Joseph Nyale,Midfielder,28
Ulinzi Stars,862,Mwinyi Chibato,Midfielder,0
Ulinzi Stars,863,John Kago Njoroge,Midfielder,5
Ulinzi Stars,921,Stephen Murunga,Midfielder,6
Ulinzi Stars,381,Boniface Muchiri,Forward,10
Ulinzi Stars,769,Paul Okoth Odhiambo,Forward,49
Nairobi United,163,Bernard Jairo,Goalkeeper,16
Nairobi United,840,Kevin Oduor,Goalkeeper,32
Nairobi United,848,Ernest Mohammed,Goalkeeper,36
Nairobi United,166,Steve Biko Omollo,Defender,6
Nairobi United,287,David Papa Wafula,Defender,25
Nairobi United,358,Yusuf Mainge,Defender,2
Nairobi United,489,John Otieno,Defender,4
Nairobi United,696,Kelvin Osanya Otiende,Defender,12
Nairobi United,717,Brian Sifa,Defender,14
Nairobi United,730,Lennox Ogutu,Defender,34
Nairobi United,752,Prince Buregeya,Defender,18
Nairobi United,852,Mustafa Kizza,Defender,21
Nairobi United,51,Brian Mzee Omondi,Midfielder,25
Nairobi United,231,Michael Ovella Ochieng,Midfielder,7
Nairobi United,362,John Collins Njuguna,Midfielder,26
Nairobi United,472,Enock Momanyi Machaka,Midfielder,35
Nairobi United,527,Shami Mwinyi Kibwana,Midfielder,5
Nairobi United,597,Benson Omalla Odhiambo,Midfielder,20
Nairobi United,685,Roy Okal,Midfielder,23
Nairobi United,692,Majaliwa Charo,Midfielder,11
Nairobi United,718,Duncan Omalla Odhiambo,Midfielder,29
Nairobi United,726,Ashraf Mahmoud Thaire,Midfielder,37
Nairobi United,734,Lesley Otieno Owino,Midfielder,24
Nairobi United,735,Gideon Otieno,Midfielder,40
Nairobi United,753,Brian Magare,Midfielder,17
Nairobi United,831,Shafic Ssebyala,Midfielder,30
Nairobi United,859,Muhadjiri Hakizimana,Midfielder,10
Nairobi United,872,Titus Ssematimba,Midfielder,8
Nairobi United,873,Charles Waibi,Midfielder,3
Nairobi United,920,Kevin Wangaya,Midfielder,27
Nairobi United,751,Michael Karamor,Forward,22
Naivas FC,619,Eliud Emase,Goalkeeper,30
Naivas FC,630,Elix Otieno,Goalkeeper,1
Naivas FC,620,Lucky Randu,Defender,2
Naivas FC,621,NIxon Ouma,Defender,33
Naivas FC,623,Duncan Wasuda,Defender,26
Naivas FC,631,Charles Omenyo,Defender,3
Naivas FC,634,Silas Vihenda,Defender,6
Naivas FC,641,Charles Otieno,Defender,5
Naivas FC,624,Tirus Lango,Midfielder,18
Naivas FC,626,Vincent Likare,Midfielder,10
Naivas FC,627,Emmanuel Lunalo,Midfielder,40
Naivas FC,629,Julius Ngigi,Midfielder,18
Naivas FC,632,Kelvin Mwangi,Midfielder,8
Naivas FC,633,Davies Agesa,Midfielder,11
Naivas FC,635,Steve Brian,Midfielder,45
Naivas FC,636,Kelvin Luvanda,Midfielder,66
Naivas FC,637,Desmond Agofa,Midfielder,20
Naivas FC,644,Peter Waithaka,Midfielder,11
Naivas FC,690,John Kelwish Walubuka,Forward,0
APS Bomet,155,Delton Oyo,Goalkeeper,0
APS Bomet,302,Maxwell Mulili,Goalkeeper,77
APS Bomet,704,Bob Cetric,Goalkeeper,40
APS Bomet,61,Sven Yidah,Defender,18
APS Bomet,142,Francis Omondi Atieno,Defender,24
APS Bomet,152,Brian Buletti,Defender,26
APS Bomet,648,Chris Wilunda,Defender,20
APS Bomet,651,George Odhiambo,Defender,18
APS Bomet,703,Kevin Shakava,Defender,0
APS Bomet,711,Brian Ngala,Defender,0
APS Bomet,712,Duke Muhoro,Defender,8
APS Bomet,778,Joseph Masibo,Defender,27
APS Bomet,780,Edward Masembe,Defender,22
APS Bomet,842,Dominic Kipkirui,Defender,3
APS Bomet,846,Kevin Lusweti,Defender,28
APS Bomet,876,Hillary Wandera,Defender,23
APS Bomet,879,Clifford Odhiambo Abudho,Defender,35
APS Bomet,106,Sydney Ochieng Wahongo,Midfielder,21
APS Bomet,124,Philemon Nyakwaka,Midfielder,38
APS Bomet,148,Hillary Juma Otieno,Midfielder,19
APS Bomet,319,Frank Mandela,Midfielder,32
APS Bomet,334,Rodgers Kipkemoi,Midfielder,21
APS Bomet,514,Daniel Odhiambo,Midfielder,2
APS Bomet,529,Curtis Amos Wekesa,Midfielder,10
APS Bomet,679,John Mabia,Midfielder,0
APS Bomet,682,Maxwel Kubasu,Midfielder,25
APS Bomet,693,Bernard Ouma,Midfielder,10
APS Bomet,706,Phillip Wasai,Midfielder,7
APS Bomet,707,Festus Kipkemoi,Midfielder,29
APS Bomet,709,Lawrence Kibet,Midfielder,11
APS Bomet,710,Evans Kipkemoi,Midfielder,6
APS Bomet,777,Antony Naibei,Midfielder,5
APS Bomet,779,James Khalela,Midfielder,14
APS Bomet,789,Dickson Mwangi Wambugu,Midfielder,0
APS Bomet,838,Duncan Mogasa,Midfielder,19
APS Bomet,841,Cosmas Abuta,Midfielder,16
APS Bomet,845,Roy Keke,Midfielder,0
APS Bomet,857,Kepha Aswani Wanjala,Midfielder,28
APS Bomet,903,Ayub Waihenya,Midfielder,0
APS Bomet,905,Denzel Omollo,Midfielder,0
APS Bomet,65,Hansel Ochieng,Forward,17
APS Bomet,705,Evans Mwirigi,Forward,9
